specie,nest_id,folder,photo,viaje,date,true_inc_day,start_time,final_time,duration,duration_min,duration_h,sex,event,nocturnal_incubation,nocturnal_incubation,,,note,note1
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0160-0190,2,18-Sep-13,11,11:22:00,11:49:00,0:27:00,27,0.45,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0187-0190,,18-Sep-13,11,11:48:46,11:49:00,0:00:14,0.23,0.003833333,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0190-0237,,18-Sep-13,11,11:49:00,12:36:00,0:47:00,47,0.783333333,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0237-0240,3,18-Sep-13,11,12:36:00,12:39:00,0:03:00,3,0.05,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0240-0282,,18-Sep-13,11,12:39:00,13:21:00,0:42:00,42,0.7,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0282-0286,2,18-Sep-13,11,13:21:00,13:22:00,0:01:00,1,0.016666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0283-0286,,18-Sep-13,11,13:21:05,13:22:00,0:00:55,0.9,0.015,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0286-0338,,18-Sep-13,11,13:22:00,14:14:00,0:52:00,52,0.866666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0338-0362,4,18-Sep-13,11,14:14:00,14:35:00,0:21:00,21,0.35,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0359-0362,,18-Sep-13,11,14:34:38,14:35:00,0:00:22,0.3,0.005,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0362-0412,,18-Sep-13,11,14:35:00,15:25:00,0:50:00,50,0.833333333,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0412-0436,5,18-Sep-13,11,15:25:00,15:46:00,0:21:00,21,0.35,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0432-0436,,18-Sep-13,11,15:45:00,15:46:00,0:01:00,1,0.016666667,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0436-0454,,18-Sep-13,11,15:46:00,16:04:00,0:18:00,18,0.3,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0454-0470,3,18-Sep-13,11,16:04:00,16:11:00,0:07:00,7,0.116666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0461-0470,,18-Sep-13,11,16:10:43,16:11:00,0:00:17,0.25,0.004166667,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0470-0483,,18-Sep-13,11,16:11:00,16:24:00,0:13:00,13,0.216666667,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0483-0491,4,18-Sep-13,11,16:24:00,16:26:00,0:02:00,2,0.033333333,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0488-0491,,18-Sep-13,11,16:25:15,16:26:00,0:00:45,0.75,0.0125,m,visita,N,,,,alimento en el pico,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0491-0519,,18-Sep-13,11,16:26:00,16:54:00,0:28:00,28,0.466666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0519-0556,6,18-Sep-13,11,16:54:00,17:31:00,0:37:00,37,0.616666667,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0556-1307,,18-Sep-13,11,17:31:00,0:00:00,6:29:00,389,6.483333333,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0556-1307,,19-Sep-13,12,0:00:00,6:02:00,6:02:00,362,6.033333333,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1307-1311,1,19-Sep-13,12,6:02:00,6:03:00,0:01:00,1,0.016666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1308-1311,,19-Sep-13,12,6:02:05,6:03:00,0:00:55,0.91,0.015166667,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1311-1393,,19-Sep-13,12,6:03:00,7:25:00,1:22:00,82,1.366666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1393-1430,1,19-Sep-13,12,7:25:00,7:56:00,0:31:00,31,0.516666667,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1424-1430,,19-Sep-13,12,7:55:40,7:56:00,0:00:20,0.3,0.005,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1430-1471,,19-Sep-13,12,7:56:00,8:37:00,0:41:00,41,0.683333333,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1471-1483,2,19-Sep-13,12,8:37:00,8:46:00,0:09:00,9,0.15,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1480-1483,,19-Sep-13,12,8:45:23,8:46:00,0:00:37,0.6,0.01,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1483-1573,,19-Sep-13,12,8:46:00,10:16:00,1:30:00,90,1.5,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1573-1605,2,19-Sep-13,12,10:16:00,10:42:00,0:26:00,26,0.433333333,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1598-1605,,19-Sep-13,12,10:41:00,10:42:00,0:01:00,1,0.016666667,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1605-1632,,19-Sep-13,12,10:42:00,11:09:00,0:27:00,27,0.45,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1632-1648,3,19-Sep-13,12,11:09:00,11:13:00,0:04:00,4,0.066666667,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1635-1648,,19-Sep-13,12,11:11:31,11:13:00,0:01:29,1.5,0.025,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1648-1788,,19-Sep-13,12,11:13:00,13:33:00,2:20:00,140,2.333333333,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1788-1826,3,19-Sep-13,12,13:33:00,14:05:00,0:32:00,32,0.533333333,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1819-1826,,19-Sep-13,12,14:03:56,14:05:00,0:01:04,1.1,0.018333333,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1826-1860,,19-Sep-13,12,14:05:00,14:39:00,0:34:00,34,0.566666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1860-1890,4,19-Sep-13,12,14:39:00,15:06:00,0:27:00,27,0.45,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1887-1890,,19-Sep-13,12,15:05:54,15:06:00,0:00:06,0.1,0.001666667,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1890-1906,,19-Sep-13,12,15:06:00,15:22:00,0:16:00,16,0.266666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1906-1914,5,19-Sep-13,12,15:22:00,15:24:00,0:02:00,2,0.033333333,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1907-1914,,19-Sep-13,12,15:22:52,15:24:00,0:01:08,1.11,0.0185,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1914-1993,,19-Sep-13,12,15:24:00,16:43:00,1:19:00,79,1.316666667,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1993-1999,4,19-Sep-13,12,16:43:00,16:46:00,0:03:00,3,0.05,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1995-1999,,19-Sep-13,12,16:44:47,16:46:00,0:01:13,1.2,0.02,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,1999-2026,,19-Sep-13,12,16:46:00,17:13:00,0:27:00,27,0.45,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,2026-2051,6,19-Sep-13,12,17:13:00,17:29:00,0:16:00,16,0.266666667,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,2042-2051,,19-Sep-13,12,17:28:30,17:29:00,0:00:30,0.5,0.008333333,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,2051-2822,,19-Sep-13,12,17:29:00,0:00:00,6:31:00,391,6.516666667,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,2051-2822,,20-Sep-13,13,0:00:00,6:17:00,6:17:00,377,6.283333333,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,2822-2824,1,20-Sep-13,13,6:17:00,6:19:00,0:02:00,2,0.033333333,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,2824-2888,,20-Sep-13,13,6:19:00,7:23:00,1:04:00,64,1.066666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,2888-3006,1,20-Sep-13,13,7:23:00,9:18:00,1:55:00,115,1.916666667,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3003-3006,,20-Sep-13,13,9:17:28,9:18:00,0:00:32,0.5,0.008333333,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3006-3011,,20-Sep-13,13,9:18:00,9:23:00,0:05:00,5,0.083333333,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3011-3031,2,20-Sep-13,13,9:23:00,9:34:00,0:11:00,11,0.183333333,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3021-3031,,20-Sep-13,13,9:33:00,9:34:00,0:01:00,1,0.016666667,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3031-3058,,20-Sep-13,13,9:34:00,10:01:00,0:27:00,27,0.45,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3058-3078,2,20-Sep-13,13,10:01:00,10:12:00,0:11:00,11,0.183333333,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3070-3078,,20-Sep-13,13,10:10:54,10:12:00,0:01:06,1.1,0.018333333,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3078-3107,,20-Sep-13,13,10:12:00,10:41:00,0:29:00,29,0.483333333,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3107-3125,3,20-Sep-13,13,10:41:00,10:59:00,0:18:00,18,0.3,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3125-3270,,20-Sep-13,13,10:59:00,13:24:00,2:25:00,145,2.416666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3270-3405,3,20-Sep-13,13,13:24:00,15:33:00,2:09:00,129,2.15,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3398-3405,,20-Sep-13,13,15:31:51,15:33:00,0:01:09,1.15,0.019166667,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3405-3451,,20-Sep-13,13,15:33:00,16:19:00,0:46:00,46,0.766666667,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3451-3458,4,20-Sep-13,13,16:19:00,16:20:00,0:01:00,1,0.016666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3452-3458,,20-Sep-13,13,16:19:15,16:20:00,0:00:45,0.75,0.0125,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3458-3494,,20-Sep-13,13,16:20:00,16:53:00,0:33:00,33,0.55,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3494-3525,4,20-Sep-13,13,16:53:00,17:21:00,0:28:00,28,0.466666667,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3522-3525,,20-Sep-13,13,17:20:33,17:21:00,0:00:27,0.45,0.0075,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3525-4302,,20-Sep-13,13,17:21:00,0:00:00,6:39:00,399,6.65,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,3525-4302,,21-Sep-13,14,0:00:00,6:18:00,6:18:00,378,6.3,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4302-4304,1,21-Sep-13,14,6:18:00,6:20:00,0:02:00,2,0.033333333,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4304-4330,,21-Sep-13,14,6:20:00,6:46:00,0:26:00,26,0.433333333,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4330-4383,1,21-Sep-13,14,6:46:00,7:36:00,0:50:00,50,0.833333333,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4380-4383,,21-Sep-13,14,7:35:42,7:36:00,0:00:18,0.3,0.005,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4383-4441,,21-Sep-13,14,7:36:00,8:34:00,0:58:00,58,0.966666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4441-4473,2,21-Sep-13,14,8:34:00,9:00:00,0:26:00,26,0.433333333,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4466-4473,,21-Sep-13,14,8:58:25,9:00:00,0:01:35,1.6,0.026666667,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4473-4606,,21-Sep-13,14,9:00:00,11:13:00,2:13:00,133,2.216666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4606-4649,3,21-Sep-13,14,11:13:00,11:47:00,0:34:00,34,0.566666667,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4640-4649,,21-Sep-13,14,11:46:20,11:47:00,0:00:40,0.66,0.011,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4649-4658,,21-Sep-13,14,11:47:00,11:56:00,0:09:00,9,0.15,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4658-4674,2,21-Sep-13,14,11:56:00,12:03:00,0:07:00,7,0.116666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4664-4674,,21-Sep-13,14,12:01:40,12:03:00,0:01:20,1.3,0.021666667,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4674-4750,,21-Sep-13,14,12:03:00,13:19:00,1:16:00,76,1.266666667,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4750-4782,3,21-Sep-13,14,13:19:00,13:48:00,0:29:00,29,0.483333333,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4778-4782,,21-Sep-13,14,13:46:41,13:48:00,0:01:19,1.3,0.021666667,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4782-4886,,21-Sep-13,14,13:48:00,15:32:00,1:44:00,104,1.733333333,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4886-4938,4,21-Sep-13,14,15:32:00,16:24:00,0:52:00,52,0.866666667,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4937-4938,,21-Sep-13,14,16:23:00,16:24:00,0:01:00,1,0.016666667,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4938-4947,,21-Sep-13,14,16:24:00,16:33:00,0:09:00,9,0.15,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4947-4959,5,21-Sep-13,14,16:33:00,16:36:00,0:03:00,3,0.05,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4951-4959,,21-Sep-13,14,16:34:00,16:36:00,0:02:00,2,0.033333333,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4959-4987,,21-Sep-13,14,16:36:00,17:04:00,0:28:00,28,0.466666667,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,4987-5022,4,21-Sep-13,14,17:04:00,17:33:00,0:29:00,29,0.483333333,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,5016-5022,,21-Sep-13,14,17:32:27,17:33:00,0:00:33,0.51,0.0085,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,5022-5823,,21-Sep-13,14,17:33:00,0:00:00,6:27:00,387,6.45,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,5022-5823,,22-Sep-13,15,0:00:00,6:54:00,6:54:00,414,6.9,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,5823-5829,1,22-Sep-13,15,6:54:00,6:57:00,0:03:00,3,0.05,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,5826-5829,,22-Sep-13,15,6:56:38,6:57:00,0:00:22,0.3,0.005,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,5829-5965,,22-Sep-13,15,6:57:00,9:13:00,2:16:00,136,2.266666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,5965-6026,1,22-Sep-13,15,9:13:00,10:08:00,0:55:00,55,0.916666667,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,6016-6026,,22-Sep-13,15,10:04:00,10:08:00,0:04:00,4,0.066666667,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,6026-6104,,22-Sep-13,15,10:08:00,11:26:00,1:18:00,78,1.3,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,6104-6115,2,22-Sep-13,15,11:26:00,11:28:00,0:02:00,2,0.033333333,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,6105-6115,,22-Sep-13,15,11:26:34,11:28:00,0:01:26,1.35,0.0225,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,6115-6140,,22-Sep-13,15,11:28:00,11:53:00,0:25:00,25,0.416666667,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,6140-6150,2,22-Sep-13,15,11:53:00,12:00:00,0:07:00,7,0.116666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,6146-6150,,22-Sep-13,15,11:58:54,12:00:00,0:01:06,1.1,0.018333333,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,6150-6300,,22-Sep-13,15,12:00:00,14:30:00,2:30:00,150,2.5,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,6300-6360,3,22-Sep-13,15,14:30:00,15:27:00,0:57:00,57,0.95,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,6357-6360,,22-Sep-13,15,15:26:43,15:27:00,0:00:17,0.28,0.004666667,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,6360-6435,,22-Sep-13,15,15:27:00,16:42:00,1:15:00,75,1.25,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,6435-6491,3,22-Sep-13,15,16:42:00,17:26:00,0:44:00,44,0.733333333,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,6476-6491,,22-Sep-13,15,17:23:00,17:26:00,0:03:00,3,0.05,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,6491-7250,,22-Sep-13,15,17:26:00,0:00:00,6:34:00,394,6.566666667,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,6491-7250,,23-Sep-13,16,0:00:00,6:05:00,6:05:00,365,6.083333333,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,7250-7252,1,23-Sep-13,16,6:05:00,6:07:00,0:02:00,2,0.033333333,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,7252-7289,,23-Sep-13,16,6:07:00,6:44:00,0:37:00,37,0.616666667,m,on,N,,,,fin de carpeta,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0001-0012,1,24-Sep-13,17,8:20:40,8:29:00,0:08:20,8.3,0.138333333,,off,N,,,,monitoreo e inicio de carpeta,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0012-0050,,24-Sep-13,17,8:29:00,9:07:00,0:38:00,38,0.633333333,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0050-0054,2,24-Sep-13,17,9:07:00,9:08:00,0:01:00,1,0.016666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0051-0054,,24-Sep-13,17,9:07:37,9:08:00,0:00:23,0.3,0.005,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0054-0127,,24-Sep-13,17,9:08:00,10:21:00,1:13:00,73,1.216666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0127-0142,2,24-Sep-13,17,10:21:00,10:33:00,0:12:00,12,0.2,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0138-0142,,24-Sep-13,17,10:31:26,10:33:00,0:01:34,1.51,0.025166667,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0142-0179,,24-Sep-13,17,10:33:00,11:09:37,0:36:37,36.6,0.61,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0179-0182,3,24-Sep-13,17,11:09:37,11:10:00,0:00:23,0.38,0.006333333,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0179-0182,,24-Sep-13,17,11:09:37,11:10:00,0:00:23,0.38,0.006333333,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0182-0222,,24-Sep-13,17,11:10:00,11:50:00,0:40:00,40,0.666666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0222-0228,3,24-Sep-13,17,11:50:00,11:53:00,0:03:00,3,0.05,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0225-0228,,24-Sep-13,17,11:52:38,11:53:00,0:00:22,0.3,0.005,f,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0228-0246,,24-Sep-13,17,11:53:00,12:11:00,0:18:00,18,0.3,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0246-0265,4,24-Sep-13,17,12:11:00,12:30:00,0:19:00,19,0.316666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0265-0406,,24-Sep-13,17,12:30:00,14:51:00,2:21:00,141,2.35,f,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0405-0406,5,24-Sep-13,17,14:50:00,14:51:00,0:01:00,1,0.016666667,f,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0406-0472,,24-Sep-13,17,14:51:00,15:37:00,0:46:00,46,0.766666667,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0472-0491,4,24-Sep-13,17,15:37:00,16:13:00,0:36:00,36,0.6,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0488-0491,,24-Sep-13,17,16:12:10,16:13:00,0:00:50,0.83,0.013833333,m,visita,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0491-0517,,24-Sep-13,17,16:13:00,16:39:00,0:26:00,26,0.433333333,m,on,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0517-0564,5,24-Sep-13,17,16:39:00,17:36:00,0:57:00,57,0.95,m,off,N,,,,,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0564-1328,,24-Sep-13,17,17:36:00,0:00:00,6:24:00,384,6.4,f,on,Y,,,,incubación nocturna,
Myrmotherula hauxwelli,P02_AJRC13,Huevos 28-30 Septiembre,0564-1328,,25-Sep-13,18,0:00:00,6:10:00,6:10:00,370,6.166666667,f,on,Y,,,,incubación nocturna,
